Period,State_1,Nobs_1,Price_Av_1,Price_Med_1,Price_Av_Pure_1,Price_Med_Pure_1,Price_OLS_1,Price_RLS_1,Price_exp_1,Price_ppgLOS_1,State_2,Nobs_2,Price_Av_2,Price_Med_2,Price_Av_Pure_2,Price_Med_Pure_2,Price_OLS_2,Price_RLS_2,Price_exp_2,Price_ppgLOS_2
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , MO , 28 , 867.535714285714 , 647.5 , 295.405753461786 , 124.394426 , 393.433856947412 , 268.269158980342 , 2381.36266768881 , 393.433856947412 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , MS , 70 , 1658.71428571429 , 1035.5 , 121.518965254857 , 63.972781925 , 302.844933811287 , 249.50952171356 , 2791.79882687871 , 302.844933811287 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , MS , 56 , 1394.28571428571 , 1061 , 136.895438740357 , 78.102309985 , 375.209092981504 , 350.98107656329 , 3054.58925939539 , 375.209092981504 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , MS , 80 , 1295.075 , 1000.5 , 155.50522605285 , 78.085614745 , 423.082445835952 , 439.033565272485 , 2382.73505178883 , 423.082445835952 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , MS , 65 , 1307.52307692308 , 1033 , 774.723107798261 , 77.85739746 , 318.36860131699 , 322.207984900841 , 2322.88699283842 , 318.36860131699 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , MS , 55 , 1799.32727272727 , 1072 , 480.465984541127 , 67.19468633 , 467.365305541166 , 371.709741300814 , 3025.21578520545 , 467.365305541166 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , MS , 68 , 1315.44117647059 , 866 , 231.764866984632 , 78.86721282 , 148.542320656483 , 219.311704946965 , 2893.98003005725 , 148.542320656483 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NC , 36 , 2678.72222222222 , 1374.5 , 86.2488222827778 , 67.145855455 , -6.76362798928401 , 326.723008535873 , 2811.68511879465 , -6.76362798928401 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NC , 41 , 1812.46341463415 , 1237 , 191.057442632927 , 87.1806483 , 316.198473981226 , 349.789284612619 , 2548.47151907123 , 316.198473981226 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NC , 35 , 1570.34285714286 , 1115 , 72.8553991803429 , 61.79246931 , 583.7241890922 , 344.663996194024 , 1701.80009673032 , 583.7241890922 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NC , 57 , 2363.15789473684 , 1801 , 260.951639161544 , 77.44368617 , 859.771264557015 , 635.612531388571 , 3088.2458084533 , 859.771264557015 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NC , 38 , 1821.86842105263 , 1071.5 , 73.2910350122895 , 74.06074168 , 838.212238709449 , 470.411787503633 , 2873.08885816051 , 838.212238709449 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NC , 62 , 1758.75806451613 , 1141 , 131.623995280968 , 80.646744015 , 560.141955121183 , 564.187767476324 , 3176.15399765684 , 560.141955121183 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NH , 26 , 1399.26923076923 , 1359 , 114.032750708615 , 93.46408254 , 222.243870705279 , 133.962858700334 , 3132.49874828361 , 222.243870705279 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NH , 21 , 1577.7619047619 , 926 , 103.977127221 , 72.83862677 , 383.517427858519 , 382.314723049839 , 2481.49069028739 , 383.517427858519 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NH , 19 , 1354 , 1122 , 146.069145311316 , 117.3220801 , 157.54261606193 , 218.184692490523 , 2576.96002440847 , 157.54261606193 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NH , 18 , 1168.11111111111 , 1131.5 , 101.046765157778 , 62.03593895 , 738.723999017785 , 747.514419270868 , 1758.82719359404 , 738.723999017785 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NH , 23 , 2218.5652173913 , 1635 , 137.109219844348 , 110.7203555 , 991.589295573806 , 969.251881124431 , 3131.3846177688 , 991.589295573806 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NH , 19 , 1104.15789473684 , 989 , 130.241351092105 , 93.56117124 , 231.494885296338 , 208.883247733463 , 3346.78733094275 , 231.494885296338 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NJ , 87 , 1613.91954022989 , 1169 , 151.351976091126 , 67.50308153 , 127.540176304337 , 176.768913328136 , 2179.04085755962 , 127.540176304337 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NJ , 80 , 1202.475 , 856 , 215.228285064487 , 58.378465515 , 352.010690134194 , 290.459111564738 , 2489.32052770799 , 352.010690134194 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NJ , 90 , 1321.04444444444 , 970 , 158.132960270867 , 61.680275805 , 913.908497008921 , 349.810709490706 , 2873.55232425607 , 913.908497008921 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NJ , 82 , 1661.69512195122 , 1079 , 1165.56158743313 , 68.05411219 , 96.8242985253502 , 259.813316455895 , 2274.11769553517 , 96.8242985253502 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NJ , 83 , 1661.50602409639 , 1325 , 87.0189683781325 , 62.76682953 , 275.391800916151 , 218.306575699096 , 2659.48568840907 , 275.391800916151 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NJ , 78 , 1166.57692307692 , 969.5 , 157.629803834333 , 55.349341345 , 212.878351856368 , 75.4723092739732 , 2446.84780771885 , 212.878351856368 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , NJ , 22 , 1511.31818181818 , 1048 , 88.560912915 , 66.37919703 , 489.270699730821 , 369.376223164258 , 3815.43418005827 , 489.270699730821 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NM , 50 , 1872.76 , 1124.5 , 96.76158414112 , 64.125680505 , 544.244308512741 , 399.665881571863 , 2108.6832293386 , 544.244308512741 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NM , 65 , 1610.89230769231 , 915 , 94.3895328218308 , 57.85144801 , 789.394990626423 , 474.312331711719 , 1442.55388434431 , 789.394990626423 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NM , 65 , 2013.69230769231 , 996 , 128.595278645969 , 63.51441197 , 504.667905967361 , 369.186126257515 , 2389.93147893856 , 504.667905967361 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NM , 44 , 1758.77272727273 , 1054 , 372.922325217682 , 52.58698862 , 452.002905141445 , 275.413553407596 , 2788.42195030457 , 452.002905141445 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NM , 54 , 2026.77777777778 , 1185.5 , 100.881380046204 , 62.911059585 , 61.0011854091581 , 187.215897469782 , 2431.76022622542 , 61.0011854091581 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NM , 63 , 1886.88888888889 , 872 , 90.3431152543651 , 59.0122066 , 545.664134311249 , 350.545004405176 , 2548.59159706114 , 545.664134311249 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , NM , 19 , 2437.84210526316 , 1621 , 108.245935898158 , 66.50172523 , 331.905983968167 , 121.265748420833 , 3076.42386684034 , 331.905983968167 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NULL , 25 , 2297.76 , 1066 , 139.64036379452 , 60.94427544 , 268.045830169605 , 435.22961027932 , 3549.48209635627 , 268.045830169605 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NULL , 27 , 1070.18518518519 , 764 , 65.4745578475185 , 46.34985561 , 442.641857915823 , 266.083933203267 , 1828.3916028091 , 442.641857915823 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NULL , 37 , 1233.16216216216 , 911 , 122.302624625135 , 60.66936155 , 327.950924778378 , 297.70838581786 , 2073.85579829991 , 327.950924778378 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NULL , 33 , 1161.87878787879 , 729 , 69.2191469941818 , 48.11267646 , 975.328212432263 , 922.281584024123 , 1715.82079915313 , 975.328212432263 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NULL , 31 , 1297.41935483871 , 1046 , 139.860114041677 , 46.79791154 , 539.806669829481 , 486.006460082037 , 1921.68994935458 , 539.806669829481 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NULL , 34 , 1562.58823529412 , 1107.5 , 101.393941253824 , 50.952342815 , 1025.8884631913 , 924.113759248376 , 2331.67501777756 , 1025.8884631913 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NV , 42 , 1291.95238095238 , 876 , 93.6938767084048 , 58.729045675 , 182.83966452074 , 179.696815645649 , 2667.50326570242 , 182.83966452074 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NV , 37 , 1266.67567567568 , 884 , 87.0320312567568 , 60.63532314 , 405.447204783117 , 376.502312617771 , 2349.46543257022 , 405.447204783117 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NV , 46 , 983.152173913043 , 714.5 , 91.6898280930435 , 61.942249705 , 514.597849553709 , 405.429039181318 , 1532.36236759946 , 514.597849553709 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NV , 47 , 1050.68085106383 , 804 , 199.75995738766 , 47.7496261 , 319.016236712921 , 280.787104881281 , 2342.71658963263 , 319.016236712921 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NV , 41 , 1490.82926829268 , 931 , 73.0737574551219 , 52.09323908 , 203.796483032661 , 172.40574957721 , 2497.95441035767 , 203.796483032661 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NV , 23 , 1503.95652173913 , 1068 , 63.1372505066522 , 43.53435338 , 25.811280059812 , 39.9592805083114 , 2156.54870611712 , 25.811280059812 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , NV , 16 , 1466.25 , 866.5 , 79.8746116750625 , 51.25048635 , 497.046793611125 , 268.096762339555 , 1661.66364211545 , 497.046793611125 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , NY , 354 , 1668.43220338983 , 1051 , 137.84263485296 , 68.291358615 , 872.354805313109 , 499.228410829157 , 2596.97831179439 , 872.354805313109 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , NY , 337 , 1884.11275964392 , 1138 , 337.755333659157 , 70.85144871 , 1007.59952802982 , 539.900414898186 , 2638.71874581684 , 1007.59952802982 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , NY , 360 , 1966.5 , 1037.5 , 217.674043442167 , 65.363276475 , 1064.36681450971 , 368.12747556151 , 2374.97313944474 , 1064.36681450971 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , NY , 331 , 2129.0996978852 , 1044 , 147.136556647366 , 73.03876997 , 744.266348293105 , 480.082085138112 , 2793.55742907586 , 744.266348293105 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , NY , 344 , 2122.81686046512 , 1180 , 159.022156768015 , 69.33982384 , 798.367901104156 , 560.259572888573 , 2614.43044366879 , 798.367901104156 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , NY , 324 , 1827.40432098765 , 1088 , 140.115158312071 , 74.680621025 , 696.062327359571 , 523.740749898647 , 2741.64550327059 , 696.062327359571 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , NY , 100 , 1476.51 , 1212 , 112.29073905003 , 70.13429694 , 548.704288014402 , 493.025741605534 , 2613.7616781656 , 548.704288014402 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , OH , 139 , 1601.3309352518 , 1179 , 157.821163775748 , 68.18235787 , 559.152433801271 , 521.963530799704 , 2406.48048151725 , 559.152433801271 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , OH , 132 , 1485.12878787879 , 1124.5 , 135.624566799197 , 64.14694535 , 432.174535321854 , 434.257152511572 , 2833.42624172237 , 432.174535321854 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , OH , 119 , 1743.61344537815 , 1279 , 190.123351420966 , 65.08415224 , 554.825876910004 , 397.198983978418 , 2255.34308456302 , 554.825876910004 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , OH , 144 , 1814.90972222222 , 1177 , 142.468601026792 , 73.521652945 , 342.81225881831 , 328.693614099481 , 2793.42775711708 , 342.81225881831 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , OH , 126 , 1560.43650793651 , 1291.5 , 334.166664203611 , 65.350882865 , 353.596042007371 , 369.415230643526 , 2735.41373504074 , 353.596042007371 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , OH , 120 , 1722.6 , 1226.5 , 123.666813738992 , 65.527381885 , 328.042694314526 , 309.195446717022 , 2754.96139881383 , 328.042694314526 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , OH , 33 , 2087.21212121212 , 1301 , 120.599840137182 , 72.48238669 , 529.444146831001 , 544.45891936722 , 2569.65433588392 , 529.444146831001 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , OK , 30 , 1404.23333333333 , 943.5 , 105.1148759831 , 69.28321518 , 285.542965729127 , 343.916893869629 , 2079.90964488571 , 285.542965729127 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , OK , 25 , 1396.6 , 971 , 91.5415085176 , 71.39239037 , 323.573006914807 , 320.977833245888 , 3165.79286071281 , 323.573006914807 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , OK , 27 , 1395.96296296296 , 1319 , 71.6585729966667 , 61.16267809 , 404.889598211477 , 237.692237120987 , 2397.35453180434 , 404.889598211477 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , OK , 22 , 1293.45454545455 , 822 , 54.1300705770455 , 49.44147151 , 559.273536792809 , 296.724729568853 , 2206.58038581251 , 559.273536792809 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , OK , 24 , 1428.95833333333 , 1009.5 , 91.42100085625 , 63.60212189 , 307.668821683392 , 223.339420199294 , 2807.23804376242 , 307.668821683392 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , OK , 25 , 1394.12 , 1267 , 79.15924435348 , 37.57713609 , 493.436308885298 , 167.019693385034 , 2263.58648217641 , 493.436308885298 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , OR , 21 , 2121.33333333333 , 762 , 161.969780536095 , 43.11344191 , 167.40689857435 , 149.115141271166 , 2092.60257795956 , 167.40689857435 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , OR , 19 , 1579.05263157895 , 862 , 80.2434570128947 , 48.56790685 , 354.313968982008 , 278.256325692688 , 2265.00237851663 , 354.313968982008 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , OR , 29 , 2784.65517241379 , 1040 , 61.1841424602069 , 47.27122741 , 323.051493029824 , 313.531760698904 , 2468.37953556289 , 323.051493029824 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , OR , 22 , 2305.22727272727 , 1506 , 66.8500411431364 , 38.31314985 , 198.141476954595 , 269.055917120825 , 2201.12116346658 , 198.141476954595 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , OR , 18 , 1768.61111111111 , 1637 , 112.763822501333 , 47.569310815 , 892.59494383002 , 555.373087686896 , 2032.16617491624 , 892.59494383002 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , OR , 24 , 2419.75 , 1275 , 113.886487144583 , 58.17634025 , -80.0113111888916 , 64.9156625893151 , 2523.86511809892 , -80.0113111888916 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , PA , 176 , 1727.96590909091 , 1097.5 , 333.823387079886 , 68.96137333 , 820.744823839679 , 464.813738216887 , 2631.35882050511 , 820.744823839679 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , PA , 187 , 1408.94652406417 , 875 , 269.226912497005 , 64.3459795 , 547.533686955642 , 386.017479146757 , 1961.69875723813 , 547.533686955642 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , PA , 172 , 1784.70930232558 , 1114 , 119.82657541914 , 63.28744776 , 526.703028388153 , 406.159518363457 , 2685.7595068198 , 526.703028388153 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , PA , 205 , 1988.29756097561 , 985 , 133.169178227259 , 64.23761372 , -406.350101574661 , 310.489570190987 , 2309.37774526407 , -406.350101574661 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , PA , 171 , 1376.98830409357 , 992 , 123.107693498994 , 61.42498018 , 1028.74920487567 , 444.455462109359 , 1941.9449373587 , 1028.74920487567 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , PA , 169 , 1572.82840236686 , 868 , 93.5242685437988 , 61.26152383 , 806.099144934031 , 328.088637458432 , 2390.3197599764 , 806.099144934031 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , PA , 49 , 2241.75510204082 , 1210 , 111.073307321306 , 68.94641372 , 187.134473248764 , 221.607389282668 , 2513.77626788329 , 187.134473248764 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , RI , 43 , 1551.51162790698 , 1158 , 128.709307313837 , 75.17357061 , 230.369764367555 , 233.237165767246 , 2095.63862183417 , 230.369764367555 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , RI , 52 , 1533.36538461538 , 1181.5 , 232.316619184231 , 78.07440627 , 519.964026500107 , 493.038445221353 , 3014.6029413216 , 519.964026500107 , 
3 , GA , 257 , 1432.00778210117 , 903 , 130.203623234786 , 69.74983855 , 367.087457321076 , 287.330093446104 , 2178.56994925432 , 367.087457321076 , RI , 52 , 1467.25 , 1039 , 143.606486925154 , 67.064028225 , 326.641769434868 , 337.925512813895 , 2160.74383987067 , 326.641769434868 , 
4 , GA , 278 , 1486.78417266187 , 974 , 206.703199732745 , 70.52912681 , 375.900498567126 , 358.85936451555 , 2509.84098429654 , 375.900498567126 , RI , 33 , 1846.33333333333 , 1086 , 288.603001713091 , 77.81793636 , 202.620228496312 , 218.939923536485 , 2995.71767334105 , 202.620228496312 , 
5 , GA , 275 , 1391.98909090909 , 952 , 265.660804729044 , 68.976027 , 658.88116448298 , 395.304108826661 , 2730.54610774978 , 658.88116448298 , RI , 43 , 1858.23255813953 , 1048 , 114.957125641116 , 63.04758068 , 242.6448810561 , 293.125136262715 , 2927.70935814227 , 242.6448810561 , 
6 , GA , 268 , 1473.66417910448 , 940.5 , 152.525955298817 , 68.139548305 , 479.651574037879 , 369.281277528502 , 2707.92506388925 , 479.651574037879 , RI , 47 , 1584.44680851064 , 1044 , 85.2321479308298 , 66.93159452 , 42.0483517193303 , 170.175819420945 , 2671.99294869223 , 42.0483517193303 , 
7 , GA , 70 , 1227.68571428571 , 940 , 388.915980097643 , 67.464771515 , 394.544412912174 , 352.476603009818 , 2455.74801820609 , 394.544412912174 , RI , 21 , 2787.66666666667 , 1143 , 84.4306285297143 , 71.70234438 , -1855.76512744423 , 143.932638858201 , 3626.43277322143 , -1855.76512744423 , 
1 , GA , 253 , 1417.93675889328 , 926 , 270.473448273605 , 73.44952318 , 656.074766802817 , 335.378729958138 , 2178.31128494226 , 656.074766802817 , SC , 62 , 1055.95161290323 , 762.5 , 177.394836705403 , 81.931261805 , 317.109873148894 , 324.953068078098 , 2560.10895865252 , 317.109873148894 , 
2 , GA , 238 , 1571.14705882353 , 1017.5 , 105.167616626387 , 68.286647225 , 468.100300086655 , 361.953603078395 , 2851.8176642302 , 468.100300086655 , SC , 56 , 903.357142857143 , 766.5 , 97.3270802776964 , 75.04155992 , 641.821432989432 , 494.388562948716 , 1261.23506929823 , 641.821432989432 , 
